611C	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 2.4 
2	 2.4 	 7.31 
3	 7.4 	 12.4 
4	 12.4 	 21.51 
5	 22 	 31.38 
6	 31.6 	 40.46 
7	 41.2 	 41.2 
8	 50.8 	 59.73 
9	 60.4 	 69.99 
10	 70 	 78.2 
11	 79.6 	 89.11 
12	 89.2 	 98.8 
13	 98.8 	 107.71 
14	 108.4 	 117.86 
15	 118 	 127.6 
16	 127.6 	 137.2 
17	 137.2 	 139.52 
18	 146.8 	 156.4 
19	 156.4 	 161.23 
20	 166 	 168.91 
21	 175.6 	 176.99 
22	 185.2 	 194.8 
23	 194.8 	 197.5 
24	 204.4 	 212.66 
25	 214 	 214 
26	 223.6 	 228.93 
27	 233.2 	 242.8 
28	 242.8 	 252.4 
29	 252.4 	 262 
30	 262 	 271.55 
31	 271.6 	 281.2 
32	 281.2 	 290.8 
33	 290.8 	 300.4 
34	 300.4 	 300.4 
35	 310 	 313.92 
36	 319.6 	 329.14 
37	 329.2 	 334.92 
38	 338.8 	 348.4 
39	 348.4 	 358 
40	 358 	 360.61 
41	 367.6 	 377.2 
42	 377.2 	 386.8 
43	 386.8 	 395.63 
44	 434.8 	 444.27 
45	 444.4 	 452.96 
46	 494.4 	 502.2 
47	 502.2 	 510.29 
