297	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 0 
2	 1 	 1.3 
3	 20 	 23.7 
4	 39 	 48.5 
5	 58 	 67.5 
6	 77 	 86.2 
7	 96 	 100.8 
8	 105.5 	 114.2 
9	 124.5 	 128.5 
10	 153 	 161 
11	 200.5 	 205.6 
12	 248 	 251.5 
13	 295.5 	 296.7 
14	 314.5 	 323.8 
15	 333.5 	 338.8 
16	 352.5 	 355.5 
17	 390.5 	 394.2 
18	 428.5 	 431.5 
19	 466.5 	 467.1 
20	 504.5 	 508.7 
21	 523.5 	 526.7 
22	 552 	 556.8 
23	 590 	 595 
24	 618.5 	 622 
25	 647 	 655.1 
26	 666 	 668.1 
27	 675.5 	 676.4 
