515A	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 4.23 
2	 4.3 	 8.39 
3	 8.7 	 13.1 
4	 13.1 	 17.5 
5	 17.5 	 21.75 
6	 21.9 	 26.3 
7	 26.3 	 30.7 
8	 30.7 	 35.1 
9	 35.1 	 39.49 
10	 39.5 	 43.77 
11	 43.9 	 48.2 
12	 48.3 	 52.46 
13	 52.7 	 57.04 
14	 57.1 	 61.46 
15	 61.5 	 61.5 
16	 65.9 	 69.9 
17	 69.9 	 73.71 
18	 73.9 	 77.58 
19	 77.9 	 79.76 
20	 81.9 	 81.9 
21	 85.9 	 88.9 
22	 88.9 	 90.82 
23	 90.9 	 94.9 
24	 94.9 	 98.9 
25	 98.9 	 102.27 
26	 102.4 	 105.1 
27	 105.4 	 107.85 
