505	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 .17 
2	 .5 	 9.4 
3	 10 	 17.5 
4	 19.5 	 29 
5	 29 	 38.5 
6	 38.5 	 48 
7	 48 	 57.05 
8	 57.5 	 58.81 
9	 67 	 72.03 
10	 76.5 	 83.53 
11	 95.5 	 104.33 
12	 105 	 111.47 
13	 114.5 	 123.96 
14	 124 	 132.28 
15	 133.5 	 142.14 
16	 152.5 	 152.52 
17	 162 	 171.5 
18	 171.5 	 179.7 
19	 181 	 190.5 
20	 190.5 	 200 
21	 200 	 209.5 
22	 209.5 	 219 
23	 219 	 228.5 
24	 228.5 	 232.05 
25	 233.5 	 233.59 
26	 238 	 238.34 
