754A	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 6.1 
2	 6.1 	 15.3 
3	 15.7 	 25.02 
4	 25.3 	 34.81 
5	 34.9 	 44.5 
6	 44.5 	 53.92 
7	 54.1 	 63.58 
8	 63.8 	 73.5 
9	 73.5 	 82.58 
10	 83.2 	 92.07 
11	 92.9 	 102.27 
12	 102.6 	 112.27 
13	 112.3 	 117.27 
14	 122 	 127.59 
15	 131.7 	 131.7 
16	 141.4 	 141.4 
17	 151 	 151.23 
18	 156.7 	 156.89 
19	 159.8 	 160.5 
20	 162.6 	 165.97 
21	 167.1 	 168.89 
22	 170.1 	 170.69 
23	 171.1 	 172.06 
