1061A	2.00	200112227	1	From IR ODP, 172, p. 162
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	9.70
2	9.5	19.37
3	19.0	28.97
4	28.5	38.17
5	38.0	47.97
6	47.5	57.15
7	57.0	67.08
8	66.5	76.31
9	76.0	86.16
10	85.5	95.52
11	95.0	105.09
12	104.5	114.44
13	114.0	124.27
14	123.5	132.99
15	133.0	143.12
16	142.5	151.68
17	152.0	157.24
18	157.4	165.05
19	167.0	175.53
20	176.6	183.94
21	186.2	194.26
22	195.8	203.56
23	205.4	212.15
24	215.1	222.57
25	224.8	231.60
26	234.5	241.46
27	244.2	251.73
28	253.9	261.16
29	263.5	271.65
30	273.2	281.71
31	282.8	289.28
32	292.4	292.62
33	302.0	308.40
34	311.7	315.55
35	321.3	326.62
36	330.9	338.85
37	340.5	346.49
