1084B	2.00	19990325	1	From IR ODP 175, p.342+343
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	4.15
2	4.1	13.24
3	13.6	22.77
4	23.1	33.08
5	32.6	42.61
6	42.1	52.26
7	51.6	61.72
8	61.1	70.05
9	70.6	80.84
10	80.1	89.64
11	89.6	98.14
12	99.1	109.11
13	108.6	118.80
14	118.1	128.32
15	127.6	138.08
16	137.1	146.89
17	146.6	154.89
18	156.1	166.22
19	165.6	175.67
20	175.1	183.52
