1198B	2.00	20020626	1	From IR ODP 194, CD-ROM,ch.9,p.56
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	195.7	199.45
2	205.2	205.55
3	214.8	214.85
4	224.4	224.81
5	234.0	234.23
6	243.6	243.70
7	253.3	253.81
8	262.9	263.06
9	272.5	272.50
10	282.2	283.00
11	291.8	292.40
12	301.4	302.18
13	311.0	311.02
14	320.6	320.65
15	330.3	330.50
16	339.9	340.16
17	349.5	351.21
18	359.1	363.59
19	368.7	370.26
20	378.3	381.92
21	388.0	391.46
22	397.6	407.50
23	407.2	415.86
24	416.8	425.91
25	426.4	436.30
26	436.0	441.71
27	445.7	455.20
28	455.3	463.79
29	464.9	466.09
30	474.6	484.50
31	484.2	489.91
32	493.8	501.28
33	503.4	505.99
34	513.0	517.39
