857C	2.00	19990818	1	From IR ODP 139, p.286-287
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	3.59
2	56.5	58.88
3	66.5	70.90
4	76.1	76.15
5	82.1	82.69
6	86.2	89.45
7	95.2	95.28
8	104.9	105.02
9	114.5	115.82
10	124.1	125.09
11	133.8	135.56
12	143.5	146.18
13	153.1	157.34
14	162.8	166.10
15	172.5	179.40
16	182.2	183.01
17	191.9	195.55
18	201.6	205.03
19	211.3	214.26
20	220.9	220.90
21	230.6	234.72
22	240.3	242.12
23	249.9	250.61
24	259.2	261.92
25	268.8	269.80
26	274.5	276.36
27	284.1	286.90
28	293.8	298.24
29	303.4	305.82
30	313.1	317.79
31	322.7	326.25
32	327.6	331.98
33	332.4	336.59
34	336.5	340.45
35	341.3	346.00
36	346.1	350.13
37	350.8	354.23
38	355.8	358.76
39	360.4	364.37
40	365.4	367.96
41	374.9	383.91
42	379.7	383.27
43	384.7	388.89
44	389.7	392.83
45	394.3	396.74
46	399.0	402.42
47	404.0	406.38
48	408.7	411.52
49	413.7	417.01
50	418.3	420.79
51	423.4	426.39
52	427.8	430.41
53	432.8	434.05
54	437.0	437.18
55	442.0	442.40
56	446.5	446.78
57	451.7	451.90
58	461.5	461.73
59	471.1	475.94
60	480.8	482.88
61	490.5	492.41
62	500.0	501.86
63	509.7	510.25
64	519.4	521.77
65	529.1	529.44
66	538.8	539.80
67	548.4	548.94
68	558.0	560.85
