790C	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 85 	 94.5 
2	 94.5 	 104.2 
3	 104.2 	 113.9 
4	 113.9 	 122.69 
5	 123.5 	 132.5 
6	 133.2 	 142.7 
7	 142.7 	 145.24 
8	 145.7 	 155.09 
9	 155.2 	 155.2 
10	 164.9 	 166.61 
11	 174.6 	 181.65 
12	 184.2 	 185.97 
13	 193.9 	 198.79 
14	 203.6 	 207.34 
15	 213.2 	 213.58 
16	 222.8 	 230.92 
17	 232.4 	 242.1 
18	 242.1 	 248.54 
19	 251.7 	 260.17 
20	 261.4 	 266.72 
21	 271.1 	 271.19 
22	 280.6 	 280.6 
23	 290.2 	 290.26 
24	 299.9 	 300.16 
25	 309.5 	 309.5 
26	 319.2 	 319.2 
27	 328.8 	 329.06 
28	 338.5 	 338.5 
29	 348.1 	 348.11 
30	 353 	 353 
31	 358.1 	 358.1 
32	 367.7 	 367.73 
33	 377.4 	 377.55 
