1409A	2.00	20020627
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.00	0.10
2	1.10	2.67
3	10.60	12.46
4	20.10	23.53
5	29.60	35.38
6	39.10	45.45
7	48.60	55.61
8	58.10	65.30
9	67.60	76.47
10	77.10	86.64
11	86.60	97.16
12	96.10	110.11
13	105.60	121.22
14	115.10	132.35
15	124.60	144.75
16	126.10	146.25
17	127	152.15
18	131.60	156.85
19	141.20	166.55
20	150.80	176.47
21	160.40	186.09
22	170	197.13
23	179.60	208.17
24	189.20	219.21
25	197.70	228.99
26	199.30	230.83
