1126D	2.00	20020415	1	From IR ODP 182, CD-ROM,ch.4,p.86-87
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	150.0	150.01
2	155.9	155.93
3	165.5	166.87
4	175.1	175.48
5	184.7	185.53
6	194.3	195.31
7	203.9	204.62
8	213.5	217.71
9	223.1	224.27
10	232.7	233.42
11	242.3	242.81
12	251.9	252.70
13	261.5	261.77
14	271.2	271.43
15	280.9	281.20
16	290.6	290.99
17	300.3	300.47
18	309.9	310.10
19	319.3	319.42
20	328.9	329.91
21	338.5	338.88
22	348.1	351.47
23	357.8	357.88
24	367.4	370.14
25	377.0	380.49
26	386.6	390.40
27	396.3	396.90
28	405.9	409.77
29	415.6	416.62
30	425.2	427.71
31	434.8	436.44
32	444.1	444.41
33	453.7	455.91
