214	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 9.5 
2	 9.5 	 16.3 
3	 19 	 28.5 
4	 28.5 	 38 
5	 38 	 47.5 
6	 47.5 	 53.5 
7	 57 	 66.5 
8	 66.5 	 74.7 
9	 76 	 85.5 
10	 85.5 	 95 
11	 95 	 104.5 
12	 104.5 	 112 
13	 114 	 122.3 
14	 123.5 	 133 
15	 133 	 141.5 
16	 143 	 152.5 
17	 152.5 	 162 
18	 162 	 169.5 
19	 171.5 	 180.1 
20	 181 	 190.5 
21	 190.5 	 197.5 
22	 200 	 209.5 
23	 209.5 	 219 
24	 219 	 228 
25	 228.5 	 230.5 
26	 238 	 246.7 
27	 247.5 	 257 
28	 257 	 266 
29	 266.5 	 275 
30	 276 	 285.3 
31	 285.5 	 294.8 
32	 295 	 304.3 
33	 304.5 	 313.9 
34	 314 	 323.2 
35	 323.5 	 329.5 
36	 333 	 337.7 
37	 342.5 	 345.5 
38	 352 	 357 
39	 361.5 	 365.2 
40	 371 	 374.8 
41	 380.5 	 383.7 
42	 390 	 390.8 
43	 399.5 	 399.5 
44	 402.5 	 404 
45	 412 	 413 
46	 421.5 	 424.9 
47	 431 	 432.1 
48	 440.5 	 443.5 
49	 448 	 449.9 
50	 457.5 	 458 
51	 467 	 467.8 
52	 476.5 	 476.9 
53	 486 	 488.6 
54	 490.5 	 494.5 
