1124d	2.00	20000802	1	From IR ODP 181, p. 78
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	0.00
1	22.6	32.16
2	32.1	39.85
3	41.6	50.57
4	51.1	59.62
5	60.6	70.37
6	70.1	79.40
7	79.6	89.55
8	89.1	98.11
9	98.6	108.48
10	108.1	117.82
11	117.6	127.49
12	127.1	136.83
13	136.6	146.64
14	146.1	155.85
