927C	2.00	19981125	1	From IR ODP 154, p.238
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	9.23
2	9.5	19.28
3	19.0	28.70
4	28.5	38.20
5	38.0	47.69
6	47.5	57.26
7	57.0	66.77
8	66.5	76.40
9	76.0	86.35
10	85.5	95.34
11	95.0	104.33
12	104.5	113.90
13	114.0	123.52
14	123.5	133.24
15	133.0	142.27
16	142.5	152.10
17	152.0	161.87
18	161.5	170.01
19	171.0	181.09
20	180.5	189.97
21	190.0	199.62
22	199.5	209.33
23	209.0	218.42
24	218.5	228.24
25	228.0	232.91
26	237.6	247.04
27	247.3	255.28
28	257.0	266.39
