925C	2.00	19981120	1	From IR ODP 154, p.58
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	8.13
2	8.0	17.62
3	17.5	27.23
4	27.0	36.76
5	36.5	46.0
6	46.0	55.65
7	55.5	65.34
8	65.0	74.69
9	74.5	84.13
10	84.0	93.55
11	93.5	102.75
12	103.0	112.56
13	112.5	121.46
14	122.0	131.86
15	131.5	140.95
16	141.0	151.01
17	150.5	160.09
18	160.0	169.94
19	169.5	179.32
20	179.0	188.89
21	188.5	198.6
22	198.0	208.2
23	207.5	217.63
24	217.0	227.01
25	226.5	236.69
26	236.0	246.08
27	245.5	255.62
28	255.0	264.92
29	264.5	274.6
30	274.0	284.10
31	283.5	293.56
32	293.0	303.01
33	302.5	312.48
34	312.0	321.97
35	321.5	329.57
36	331.2	340.24
37	340.8	350.21
38	350.4	360.26
