1061D	2.00	20011227	1	From IR ODP, 172, p. 162
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	1.12
2	1.2	10.44
3	10.7	20.11
4	20.2	30.01
5	29.7	39.62
6	39.2	49.24
7	48.7	58.58
8	58.2	68.35
9	67.7	77.80
10	77.2	87.36
11	86.7	96.53
12	96.2	106.37
13	105.7	115.81
14	115.2	125.23
15	124.7	134.53
16	134.2	144.26
17	143.7	153.24
18	153.2	163.26
19	162.7	167.81
20	165.7	172.28
21	170.7	176.29
22	175.2	183.41
