345	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 5.9 
2	 8 	 12.4 
3	 17.5 	 21.5 
4	 27 	 30 
5	 36.5 	 42.5 
6	 55.5 	 58.5 
7	 74.5 	 76.5 
8	 93.5 	 99.2 
9	 112.5 	 118 
10	 131.5 	 141 
11	 160 	 169.5 
12	 188.5 	 190.7 
13	 217 	 218.5 
14	 245.5 	 251.5 
15	 293 	 294.3 
16	 331 	 336.6 
17	 369 	 374.7 
18	 407 	 408 
19	 445 	 454.5 
20	 483 	 487.1 
21	 521 	 529 
22	 559 	 566.1 
23	 597 	 606.5 
24	 635 	 644.5 
25	 673 	 682.5 
26	 682.5 	 689.3 
27	 711 	 714.1 
28	 720.5 	 730 
29	 730 	 732.5 
30	 739.5 	 746.5 
31	 749 	 757 
32	 758.5 	 762.5 
33	 764 	 767.8 
34	 773.5 	 776 
35	 783 	 785.3 
36	 792.5 	 793.5 
