759B	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 0 
2	 3 	 3 
3	 12.5 	 20.01 
4	 22 	 27.2 
5	 31 	 32.52 
6	 40.5 	 42.08 
7	 50 	 52.91 
8	 59.5 	 60.52 
9	 69 	 69.21 
10	 78.5 	 78.68 
11	 88 	 90.44 
12	 97.5 	 99.8 
13	 107 	 111.22 
14	 116.5 	 119.96 
15	 126 	 126 
16	 135.5 	 136.67 
17	 145 	 146.96 
18	 154.5 	 156.87 
19	 164 	 169.23 
20	 173.5 	 178.64 
21	 183 	 186.88 
22	 192.5 	 196.53 
23	 202 	 205.3 
24	 211.5 	 214.91 
25	 221 	 224.79 
26	 230.5 	 233.85 
27	 235.5 	 239.63 
28	 240.5 	 245.08 
29	 245.5 	 250.13 
30	 250.5 	 254.17 
31	 255 	 259.86 
32	 260 	 263.99 
33	 265 	 268.73 
34	 270 	 274.01 
35	 274.5 	 278.94 
36	 279.5 	 284 
37	 284 	 288.19 
38	 289 	 294.32 
39	 298.5 	 305.87 
