185	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 9 
2	 9 	 10.5 
3	 16 	 17.5 
4	 35 	 43.4 
5	 63 	 65.3 
6	 91 	 100 
7	 129 	 136 
8	 167 	 173.4 
9	 213 	 214.5 
10	 222 	 226.9 
11	 269 	 271.2 
12	 335 	 337.2 
13	 372 	 374.2 
14	 381 	 382.2 
15	 447 	 449 
16	 513 	 515.3 
17	 578 	 581.2 
18	 644 	 646.7 
19	 653 	 655.6 
20	 662 	 671 
21	 671 	 674.7 
22	 680 	 680 
23	 683 	 685 
24	 690 	 690.2 
25	 691 	 693.2 
26	 718 	 725 
27	 727 	 727 
