0865A	2.00	20010625	1	From IR ODP, 143, p.118
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.	5.69
2	5.7	11.25
3	14.7	16.73
4	24.2	28.41
5	33.7	39.65
6	43.2	46.35
7	52.7	57.77
8	62.3	64.93
9	71.8	75.44
10	81.8	82.03
11	91.5	91.51
12	101.2	101.37
13	110.8	120.40
14	120.5	127.98
15	130.1	139.72
16	135.1	142.34
17	139.7	139.78
18	144.7	144.88
19	149.4	149.53
20	159.1	159.11
21	168.8	168.82
22	178.4	178.53
23	188.0	188.25
24	197.7	197.77
25	207.3	207.38
26	217.0	217.01
27	226.6	226.63
28	236.3	237.74
29	245.9	245.94
30	255.5	255.68
31	265.2	265.35
32	274.9	274.98
33	284.6	284.70
34	294.2	295.16
35	303.5	303.62
36	313.1	313.35
37	322.8	322.93
38	332.4	332.51
39	341.9	342.26
40	351.6	351.85
41	361.2	361.34
42	370.8	370.92
43	380.5	380.54
44	390.1	390.18
45	399.9	400.00
46	409.6	409.66
47	419.2	419.25
48	428.9	428.95
49	438.3	438.30
50	448.0	448.11
51	457.6	457.70
52	467.3	467.39
53	477.0	477.04
54	486.6	486.63
55	496.3	496.36
56	505.9	506.20
57	515.5	515.60
58	525.2	525.37
59	534.8	534.88
60	544.5	544.62
61	554.2	554.25
62	563.9	563.90
63	573.6	573.60
64	583.1	583.20
65	592.8	592.84
66	602.5	602.85
67	612.2	612.25
68	621.9	622.22
69	631.5	631.56
70	641.0	641.03
71	650.8	650.92
72	660.4	660.65
73	670.1	670.77
74	679.7	680.55
75	689.4	690.22
76	699.1	699.85
77	708.7	708.78
78	718.3	719.05
79	728.1	728.50
80	737.7	738.02
81	747.4	748.70
82	757.1	758.22
83	766.8	766.96
84	776.5	777.19
85	786.2	788.15
86	795.8	799.33
87	805.4	807.32
88	815.1	817.54
89	824.8	832.10
90	831.8	838.90
91	841.1	847.30
92	847.2	852.08
93	853.4	856.13
94	863.1	868.07
