983C	2.00	19991012	1	From IR ODP 162, p.142
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	3.89
2	3.9	13.73
3	13.4	23.25
4	22.9	32.89
5	32.4	42.35
6	41.9	51.93
7	51.4	61.42
8	60.9	70.79
9	70.4	80.01
10	79.9	89.92
11	89.4	99.44
12	98.9	108.82
13	108.4	118.32
14	117.9	127.93
15	127.4	137.32
16	136.9	146.82
17	146.4	156.42
18	155.9	165.85
19	165.4	175.38
20	174.9	184.92
21	184.4	194.11
22	193.9	203.90
23	203.4	213.23
24	212.9	222.70
25	222.4	232.30
26	231.9	241.88
27	241.4	251.18
28	250.9	260.85
