541	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 .82 
2	 1 	 9.44 
3	 10.5 	 16.16 
4	 20 	 29.5 
5	 29.5 	 33.54 
6	 39 	 40.12 
7	 48.5 	 58 
8	 58 	 67.5 
9	 67.5 	 77 
10	 77 	 86.5 
11	 86.5 	 92.65 
12	 96 	 105.5 
13	 105.5 	 115 
14	 115 	 124.5 
15	 124.5 	 132.35 
16	 134 	 142.97 
17	 143.5 	 152.9 
18	 153 	 161.31 
19	 162.5 	 172 
20	 172 	 180.53 
21	 181.5 	 185.94 
22	 191 	 200.4 
23	 200.5 	 209.9 
24	 210 	 218.64 
25	 219.5 	 229 
26	 229 	 236.88 
27	 238.5 	 248 
28	 248 	 257.5 
29	 257.5 	 266.54 
30	 267 	 276.5 
31	 276.5 	 286 
32	 286 	 295.27 
33	 295.5 	 305 
34	 305 	 314.1 
35	 314.5 	 324 
36	 324 	 326.32 
37	 333.5 	 343 
38	 343 	 352.5 
39	 352.5 	 356.96 
40	 362 	 371.5 
41	 371.5 	 380.51 
42	 381 	 390.5 
43	 390.5 	 399.48 
44	 400 	 409.5 
45	 409.5 	 419 
46	 419 	 419.69 
47	 428.5 	 431.78 
48	 438 	 445.89 
49	 447.5 	 454.78 
50	 457 	 459 
