1000A	2.00	20000531	1	From IR ODP 165, p.237
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	3.40
2	3.3	12.90
3	12.8	22.26
4	22.3	32.01
5	31.8	41.35
6	41.3	51.17
7	50.8	60.52
8	60.3	70.24
9	69.8	79.62
10	79.3	88.29
11	88.8	98.45
12	98.3	107.63
13	107.8	116.60
14	117.3	127.32
15	126.8	136.64
16	136.3	146.32
17	145.8	155.73
18	155.3	165.31
19	164.8	174.75
20	174.3	184.43
21	183.8	193.75
22	193.3	203.51
23	202.8	212.88
24	212.3	222.43
25	221.8	231.92
26	231.3	241.45
27	240.8	250.78
28	250.3	260.34
29	259.8	269.72
30	269.3	279.27
31	278.8	288.76
32	288.3	298.34
33	297.8	307.77
34	307.3	312.92
35	312.9	322.63
36	322.5	331.98
37	332.1	341.89
38	341.7	351.04
39	351.3	361.04
40	360.9	370.69
41	370.5	379.80
42	380.1	389.83
43	389.7	399.54
44	399.4	409.17
45	409.0	418.67
46	418.6	428.30
47	428.3	437.95
48	437.9	447.74
49	447.5	457.25
50	457.1	466.44
51	466.7	476.61
52	476.3	485.71
53	486.0	495.72
54	495.6	504.78
55	505.2	514.08
56	514.8	523.19
57	524.4	524.74
58	534.0	536.65
59	543.7	545.16
