630A	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 8.6 
2	 8.6 	 18.2 
3	 18.2 	 27.8 
4	 27.8 	 37.13 
5	 37.4 	 46.9 
6	 47 	 56.38 
7	 56.9 	 66.3 
8	 66.3 	 75.83 
9	 75.9 	 85.35 
10	 85.7 	 95.1 
11	 95.1 	 104.7 
12	 104.7 	 114.3 
13	 114.3 	 123.9 
14	 123.9 	 133.5 
15	 133.5 	 143.1 
16	 143.1 	 152.48 
17	 152.8 	 161.49 
18	 162.4 	 171.22 
19	 171.9 	 181.6 
20	 183.6 	 192.2 
21	 193.2 	 202.76 
22	 202.9 	 204.12 
23	 212.5 	 218.5 
24	 221.9 	 227.22 
25	 231.3 	 231.92 
26	 240.9 	 250.3 
