406	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 4.88 
2	 62 	 67.82 
3	 138 	 139.28 
4	 214 	 216.84 
5	 318.5 	 318.68 
6	 328 	 331.1 
7	 337.5 	 343.85 
8	 347 	 356.5 
9	 413.5 	 415.88 
10	 423 	 424.21 
11	 432.5 	 433.64 
12	 442 	 444.34 
13	 451.5 	 459.81 
14	 461 	 464 
15	 470.5 	 473.19 
16	 480 	 483.9 
17	 489.5 	 491.54 
18	 499 	 499.49 
19	 508.5 	 509.34 
20	 518 	 522.04 
21	 527.5 	 531.32 
22	 537 	 538.13 
23	 546.5 	 551.82 
24	 556 	 558.92 
25	 565.5 	 566.78 
26	 575 	 575.25 
27	 584.5 	 585.03 
28	 594 	 596.02 
29	 603.5 	 608.81 
30	 613 	 619 
31	 622.5 	 629.44 
32	 632 	 638.98 
33	 641.5 	 646.75 
34	 651 	 655.65 
35	 660.5 	 662.62 
36	 670 	 674.26 
37	 679.5 	 686.35 
38	 689 	 696.23 
39	 698.5 	 705.66 
40	 708 	 712.18 
41	 717.5 	 725.89 
42	 727 	 732.04 
43	 736.5 	 736.6 
44	 746 	 746.14 
45	 755.5 	 761.53 
46	 765 	 769.56 
47	 774.5 	 780.8 
48	 784 	 789.2 
49	 793.5 	 795.58 
50	 803 	 803.09 
51	 812.5 	 812.62 
52	 822 	 822.18 
