438A	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 2.9 
2	 23 	 32.5 
3	 32.5 	 41.73 
4	 42 	 50.91 
5	 51.5 	 57.49 
6	 106.5 	 112.96 
7	 116 	 122.98 
8	 125.5 	 134.1 
9	 135 	 135.97 
10	 144.5 	 151.67 
11	 154 	 163.18 
12	 163.5 	 165.76 
13	 173 	 179.49 
14	 182.5 	 190.32 
15	 192 	 192.82 
16	 201.5 	 208.68 
17	 211 	 215.3 
18	 220.5 	 226.27 
19	 230 	 239.3 
20	 239.5 	 245.78 
21	 249 	 258.5 
22	 258.5 	 262.11 
23	 268 	 270.12 
24	 277.5 	 286.5 
25	 287 	 296.5 
26	 296.5 	 306 
27	 306 	 315.5 
28	 315.5 	 325 
29	 325 	 334 
30	 334.5 	 344 
31	 344 	 353.15 
32	 353.5 	 359.65 
33	 363 	 372.46 
34	 372.5 	 382 
35	 382 	 391.5 
36	 391.5 	 401 
37	 401 	 405.89 
38	 410.5 	 419.3 
39	 420 	 429.5 
40	 429.5 	 439 
41	 439 	 447.2 
42	 448.5 	 455.88 
43	 458 	 466.6 
44	 467.5 	 475.64 
45	 479 	 487.43 
46	 488.5 	 497.73 
47	 498 	 506.65 
48	 507.5 	 516.63 
49	 517 	 525.94 
50	 526.5 	 535.36 
51	 536 	 544.81 
52	 545.5 	 554.42 
53	 555 	 557.27 
54	 564.5 	 570.1 
55	 574 	 581.95 
56	 583.5 	 592.4 
57	 593 	 598.95 
58	 602.5 	 604.35 
59	 612 	 618.35 
60	 621.5 	 625.2 
61	 631 	 631.1 
62	 640.5 	 641.92 
63	 650 	 651.23 
64	 659.5 	 668.42 
65	 669 	 676.1 
66	 678.5 	 681 
67	 688 	 689.3 
68	 697.5 	 704.86 
69	 707 	 707.1 
70	 716.5 	 724.73 
71	 726 	 733.7 
72	 735.5 	 742.87 
73	 745 	 754.5 
74	 754.5 	 755.37 
75	 764 	 765.9 
76	 773.5 	 775.8 
77	 783 	 783.53 
78	 792.5 	 799.1 
79	 802 	 811.5 
80	 811.5 	 817.45 
81	 821 	 821.5 
82	 830.5 	 837.05 
83	 840 	 840.15 
84	 849.5 	 857.3 
85	 859 	 864.12 
86	 868.5 	 868.56 
