1005C	2.00	20000823	1	From IR ODP 166, p.175
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	386.6	388.84
2	395.9	398.11
3	405.2	407.52
4	414.5	416.31
5	424.0	426.20
6	433.4	436.24
7	442.4	445.08
8	451.4	453.49
9	460.7	462.72
10	470.0	473.86
11	479.3	481.39
12	488.6	492.10
13	497.6	500.48
14	506.9	510.36
15	516.3	520.32
16	525.3	527.84
17	534.3	536.10
18	543.8	546.87
19	553.3	554.45
20	562.7	567.07
21	571.7	575.14
22	580.7	582.59
23	589.7	592.44
24	599.0	603.23
25	608.0	612.43
26	617.5	622.08
27	627.0	627.49
28	636.0	639.47
29	645.4	648.22
30	654.4	658.28
31	663.4	668.39
32	672.4	677.17
33	682.0	687.58
34	691.0	697.64
