622	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 3.45 
2	 3.5 	 8.14 
3	 13.1 	 13.1 
4	 22.7 	 28.56 
5	 32.2 	 37.43 
6	 41.7 	 47.69 
7	 51.2 	 55.02 
8	 60.8 	 64.6 
9	 70.4 	 74.05 
10	 89.4 	 94.87 
11	 98.9 	 104.25 
12	 108.5 	 112.22 
13	 112.3 	 117.3 
14	 117.3 	 123.11 
15	 123.3 	 130.9 
16	 132.9 	 137.51 
17	 142.5 	 146.15 
18	 152.1 	 157.6 
19	 161.7 	 163.68 
20	 170 	 172 
21	 172 	 174.68 
22	 174.7 	 177.7 
23	 177.7 	 180.87 
24	 187.3 	 188.22 
25	 196.9 	 197.9 
26	 197.9 	 199.46 
