1130A	2.00	20020416	1	From IR ODP 182, CD-ROM,ch.8,p.71-72
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	8.48
2	8.5	18.03
3	18.0	21.99
4	27.5	36.73
5	37.0	47.06
6	46.5	55.99
7	56.0	65.45
8	65.5	74.40
9	75.0	83.90
10	84.5	93.60
11	94.0	103.37
12	103.5	112.96
13	113.0	122.57
14	122.5	131.94
15	132.0	140.35
16	141.5	150.91
17	151.0	160.83
18	160.5	170.41
19	170.0	179.73
20	177.4	184.60
21	187.0	193.54
22	196.6	205.88
23	206.2	215.96
24	215.8	224.73
25	225.4	234.36
26	235.0	240.62
27	244.6	254.30
28	254.3	263.29
29	263.9	273.74
30	273.5	282.88
31	283.1	292.78
32	292.8	302.44
33	302.4	312.10
34	312.0	320.15
35	321.7	328.92
36	331.3	331.36
37	340.9	341.12
38	350.4	351.40
39	359.9	359.93
40	369.5	369.87
41	379.1	379.10
