1144B	2.00	20020814	1	From IR ODP 184, CD-ROM,ch.5,p.74-75
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	0.10
2	0.1	9.88
3	9.6	15.28
4	19.1	28.68
5	28.6	38.46
6	38.1	48.03
7	47.6	57.20
8	57.1	66.93
9	66.6	75.48
10	76.1	85.73
11	85.6	95.16
12	95.1	104.76
13	104.6	114.20
14	114.1	123.55
15	123.6	132.92
16	133.1	140.79
17	142.6	153.20
18	152.1	162.72
19	161.6	170.80
20	171.1	180.86
21	180.6	188.93
22	190.1	199.53
23	199.6	209.36
24	209.2	218.20
25	218.8	228.47
26	228.5	235.12
27	234.1	243.85
28	243.8	243.44
29	253.5	263.22
30	263.2	272.84
31	272.8	282.55
32	282.5	292.21
33	292.2	302.05
34	301.9	311.79
35	311.5	321.33
36	321.1	331.00
37	330.7	340.60
38	340.3	350.03
39	350.0	359.94
40	359.7	369.29
41	369.3	379.00
42	378.9	382.51
43	388.5	398.33
44	398.1	407.90
45	407.8	417.71
46	417.5	427.44
47	426.9	436.75
48	436.5	448.38
49	446.1	451.40
