499	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 .73 
2	 1 	 10.5 
3	 10.5 	 16.5 
4	 20 	 20 
5	 29.5 	 37.5 
6	 39 	 44.84 
7	 48.5 	 56.82 
8	 58 	 58 
9	 67.5 	 68.71 
10	 77 	 83.08 
11	 86.5 	 90.36 
12	 96 	 99.7 
13	 105.5 	 112.74 
14	 115 	 118.87 
15	 124.5 	 129.43 
16	 134 	 134.45 
17	 143.5 	 150.1 
18	 153 	 161.74 
19	 162.5 	 171.02 
20	 172 	 172 
21	 181.5 	 181.88 
22	 191 	 200.31 
23	 200.5 	 206.18 
24	 210 	 214.62 
25	 219.5 	 224.42 
