926B	2.00	19981120	1	From IR ODP 154, p.155
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	6.88
2	7.0	16.86
3	16.5	26.21
4	26.0	35.89
5	35.5	45.24
6	45.0	54.76
7	54.5	64.20
8	64.0	73.69
9	73.5	83.56
10	83.0	92.97
11	92.5	102.44
12	102.0	112.05
13	111.5	121.43
14	121.0	130.96
15	130.5	140.44
16	140.0	149.70
17	149.5	159.69
18	159.0	168.73
19	168.5	177.97
20	178.0	187.76
21	187.5	196.15
22	197.0	206.49
23	206.5	216.61
24	216.0	226.14
25	225.5	235.69
26	235.0	244.83
27	244.5	254.54
28	254.0	260.51
29	259.0	268.74
30	268.6	277.50
31	278.3	288.00
32	288.0	297.57
33	297.6	307.42
34	307.3	312.68
35	316.9	326.63
36	326.5	332.63
37	336.2	344.30
38	345.8	355.35
39	355.5	365.21
40	365.1	374.12
41	374.4	381.59
42	384.1	393.32
43	393.7	402.88
44	403.4	413.11
45	413.1	422.86
46	422.8	432.14
47	432.4	441.49
48	442.1	451.96
49	451.7	460.62
50	461.4	470.82
51	471.0	480.84
52	480.5	490.33
53	490.2	499.44
54	499.9	509.70
55	509.5	518.58
56	519.2	529.01
57	528.9	538.53
58	538.5	547.90
59	548.2	557.97
60	557.9	566.19
61	567.6	575.43
62	577.2	582.36
63	586.9	596.73
64	596.5	606.33
