709B	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 3.8 
2	 3.8 	 13.4 
3	 13.4 	 23.1 
4	 23.1 	 32.8 
5	 32.8 	 42.4 
6	 42.4 	 52 
7	 52 	 61.64 
8	 61.7 	 71.3 
9	 71.3 	 81 
10	 81 	 90.6 
11	 90.6 	 99.86 
12	 100.3 	 109.9 
13	 109.9 	 119.45 
14	 119.5 	 129.2 
15	 129.2 	 138.9 
16	 138.9 	 142.44 
17	 148.6 	 158.13 
18	 158.3 	 168 
19	 168 	 177.6 
20	 177.6 	 177.6 
21	 187.2 	 196.69 
22	 196.8 	 206.23 
23	 206.5 	 214.8 
24	 216.1 	 225.28 
25	 225.8 	 235.5 
26	 235.5 	 242.42 
27	 245.1 	 253.68 
