409	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 0 
2	 24.5 	 28.8 
3	 34 	 34 
4	 43.5 	 50.25 
5	 53 	 59.04 
6	 62.5 	 67.06 
7	 72 	 81.5 
8	 81.5 	 82.2 
9	 91 	 94.25 
10	 100.5 	 108.85 
11	 110 	 114.5 
12	 119.5 	 120.45 
13	 129 	 131.17 
14	 138.5 	 139.68 
15	 148 	 153.91 
16	 157.5 	 159.5 
17	 167 	 168.28 
18	 176.5 	 179.9 
19	 186 	 186 
20	 195.5 	 196.5 
21	 205 	 208 
22	 214.5 	 215.3 
23	 224 	 225.9 
24	 233.5 	 240.5 
25	 243 	 246.7 
26	 252.5 	 253.6 
27	 262 	 262.6 
28	 271.5 	 272.6 
29	 281 	 281.5 
30	 290.5 	 290.7 
31	 300 	 301.68 
32	 309.5 	 310.4 
