768B	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 3.89 
2	 4 	 13.5 
3	 13.5 	 23 
4	 23 	 32.5 
5	 32.5 	 42 
6	 42 	 51.5 
7	 51.5 	 61 
8	 61 	 70.5 
9	 70.5 	 80 
10	 80 	 89.5 
11	 89.5 	 99 
12	 99 	 108.5 
13	 108.5 	 118 
14	 118 	 127.5 
15	 127.5 	 137 
16	 137 	 146.5 
17	 146.5 	 156 
18	 156 	 165.5 
19	 165.5 	 173.8 
20	 173.8 	 183.3 
21	 183.3 	 192.8 
22	 192.8 	 201 
23	 201 	 209.2 
24	 209.2 	 209.58 
25	 209.6 	 210.2 
26	 219.3 	 223.54 
27	 228.9 	 233.55 
28	 238.6 	 247.02 
29	 248.2 	 254.2 
30	 257.8 	 261.56 
31	 267.5 	 277.2 
32	 277.2 	 280.86 
33	 286.8 	 292.23 
34	 296.4 	 300.28 
35	 306.1 	 309.89 
36	 315.8 	 320.88 
37	 325.5 	 330.06 
38	 335.1 	 341.28 
39	 344.8 	 349.98 
40	 354.4 	 354.4 
