982B	2.00	19991012	1	From IR ODP 162, p.94
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	5.56
2	5.5	15.33
3	15.0	24.76
4	24.5	33.73
5	34.0	43.80
6	43.5	53.15
7	53.0	62.66
8	62.5	72.06
9	72.0	81.80
10	81.5	91.22
11	91.0	100.79
12	100.5	110.21
13	110.0	119.81
14	119.5	129.26
15	129.0	138.76
16	138.5	148.23
17	148.0	157.43
18	157.5	167.14
19	167.0	176.80
20	176.5	186.21
21	186.0	195.74
22	195.5	204.87
23	205.0	214.18
24	214.5	224.05
25	224.0	233.47
26	233.5	242.98
27	243.0	249.51
28	249.3	256.50
29	258.9	264.67
30	268.5	268.58
31	278.2	287.78
32	287.8	293.64
33	297.4	305.56
34	307.1	315.18
35	316.7	323.06
36	326.3	333.35
37	336.0	343.94
38	345.6	353.82
39	355.2	362.53
40	364.9	372.31
41	374.5	381.57
42	384.1	390.65
43	393.8	399.91
44	403.4	410.20
45	413.0	422.75
46	422.6	430.03
47	432.2	438.67
48	441.8	450.15
49	451.4	458.40
50	461.0	467.70
51	470.6	478.99
52	480.2	488.70
53	489.7	498.64
54	499.3	506.23
55	508.9	518.57
56	518.5	528.35
57	528.1	535.74
58	537.7	541.61
59	547.4	548.10
60	557.0	561.20
61	566.7	570.25
62	576.4	577.18
63	586.0	586.38
64	595.6	596.07
65	605.3	605.51
