910C	2.00	19970708	1	"From IR ODP, 151, p. 226"
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	1.82
2	8.5	9.66
3	17.4	20.29
4	26.4	32.7
5	35.3	37.36
6	44.9	45.65
7	54.5	54.62
8	64.2	66.55
9	73.8	73.8
10	83.4	83.4
11	93.1	93.29
12	102.8	103.67
13	112.4	114.48
14	122.0	124.16
15	131.6	133.62
16	141.2	144.54
17	150.9	155.37
18	160.5	161.15
19	170.2	177.99
20	179.8	187.84
21	189.4	190.01
22	199.0	205.64
23	208.7	216.35
24	218.3	222.47
25	228.0	236.54
26	237.6	247.12
27	247.2	254.95
28	256.9	262.86
29	266.5	272.89
30	276.2	276.44
31	285.8	285.82
32	295.5	304.85
33	305.1	310.4
34	314.8	324.27
35	324.4	333.31
36	334.1	341.43
37	343.8	353.58
38	353.4	362.25
39	362.9	368.89
40	372.4	381.33
41	381.9	391.74
42	391.5	400.36
43	401.2	409.94
44	410.8	419.73
45	420.5	429.3
46	430.1	437.01
47	439.7	449.28
48	449.4	458.09
49	459.0	468.5
50	468.7	478.57
51	478.4	484.71
52	488.0	497.75
53	497.7	504.67
