183	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 2.5 
2	 3 	 5.7 
3	 12 	 13.5 
4	 21 	 25.9 
5	 30 	 37 
6	 40 	 47 
7	 49 	 54.5 
8	 59 	 64.3 
9	 68 	 74.7 
10	 78 	 80.6 
11	 99 	 106.3 
12	 118 	 125.3 
13	 127 	 134.9 
14	 136 	 136.3 
15	 146 	 155 
16	 155 	 155 
17	 164 	 173 
18	 173 	 178.2 
19	 183 	 188.3 
20	 192 	 195 
21	 201 	 207 
22	 210 	 216.7 
23	 220 	 229 
24	 229 	 232.1 
25	 239 	 239.1 
26	 248 	 251.7 
27	 257 	 261.6 
28	 267 	 270.4 
29	 276 	 276.4 
30	 285 	 285.4 
31	 295 	 297.9 
32	 313 	 314.1 
33	 341 	 341 
34	 360 	 360 
35	 388 	 389 
36	 416 	 417 
37	 444 	 444.7 
38	 472 	 475.6 
39	 500 	 501.5 
40	 509 	 509 
