747A	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 9 
2	 9 	 18.5 
3	 18.5 	 26.77 
4	 28 	 37.5 
5	 37.5 	 47 
6	 47 	 56.5 
7	 56.5 	 66 
8	 66 	 75.5 
9	 75.5 	 85 
10	 85 	 94.5 
11	 94.5 	 104 
12	 104 	 113.5 
13	 113.5 	 123 
14	 123 	 132.5 
15	 132.5 	 142 
16	 142 	 151.5 
17	 151.5 	 159.7 
18	 161 	 165.28 
19	 170.5 	 176.72 
20	 180 	 182.62 
21	 189.5 	 196.04 
22	 199 	 207.81 
23	 208.5 	 218 
24	 218 	 225.32 
25	 227.5 	 234.05 
26	 237 	 242.91 
27	 246.5 	 252.02 
