883B	2.00	19960326	1	From IR ODP, 145, p. 126
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	7.90
2	7.9	17.80
3	17.4	27.21
4	26.9	34.61
5	36.4	45.25
6	45.9	55.02
7	55.4	65.19
8	64.9	74.84
9	74.4	84.10
10	83.9	92.72
11	93.4	102.17
12	102.9	112.49
13	112.4	122.07
14	121.9	132.02
15	131.4	140.74
16	140.9	150.84
17	150.4	160.17
18	159.9	169.70
19	169.4	179.34
20	178.9	188.91
21	188.4	198.34
22	197.9	207.86
23	207.4	217.23
24	216.9	226.72
25	226.4	236.26
26	235.9	245.36
27	245.4	254.54
28	254.9	264.88
29	264.4	274.42
30	273.9	283.77
31	283.4	293.01
32	292.9	302.58
33	302.5	306.66
34	312.2	319.67
35	321.9	329.73
36	331.5	333.06
37	341.2	345.76
38	350.9	360.38
39	360.5	369.88
40	370.2	380.19
41	380.0	388.81
42	389.7	399.48
43	399.5	409.28
44	409.3	418.51
45	419.2	428.98
46	429.0	429.02
47	438.9	438.91
48	448.7	458.04
49	458.2	468.18
50	468.1	477.65
51	477.9	487.57
52	487.9	487.90
53	497.7	507.69
54	507.6	517.51
55	517.4	527.27
56	527.2	527.20
57	537.1	547.03
58	547.1	547.93
59	557.0	566.96
60	567.0	576.90
61	577.0	586.97
62	587.0	596.88
63	597.0	606.93
64	607.0	609.48
65	616.7	624.72
66	626.3	636.35
67	636.0	646.05
68	645.1	652.49
69	654.8	664.59
70	664.4	674.41
71	674.1	684.15
72	683.7	693.33
73	693.3	703.02
74	703.0	705.99
75	712.6	718.37
76	720.1	728.33
77	729.9	737.26
78	739.7	749.50
79	749.5	754.46
80	759.4	759.54
81	769.2	769.47
82	779.2	789.41
83	789.2	795.27
84	799.2	800.28
85	808.9	814.07
86	818.5	825.54
87	828.1	831.09
88	837.8	838.24
