event_id	event_type	event_name	age_ma	scale
2639	BOT	M22n.3n	148.486	GTS2020
2640	BOT	M22An	149.237	GTS2020
2641	BOT	M23n	149.828	GTS2020
2642	BOT	M23r.1n	150.164	GTS2020
2643	BOT	M24n	151.118	GTS2020
2644	BOT	M24r.1n	151.661	GTS2020
2645	BOT	M24An	152.035	GTS2020
2646	BOT	M24Bn	152.736	GTS2020
2647	BOT	M25n	153.237	GTS2020
2648	BOT	M25An.1n	153.574	GTS2020
2649	BOT	M25An.2n	153.723	GTS2020
2650	BOT	M25An.3n	153.86	GTS2020
2651	BOT	M26n.1n	154.16	GTS2020
2652	BOT	M26n.2n	154.259	GTS2020
2653	BOT	M26n.3n	154.434	GTS2020
2654	BOT	M26n.4n	154.564	GTS2020
2655	TOP	M27n	154.778	GTS2020
2656	BOT	M27n	154.943	GTS2020
