Paleomag Scale
paleomag_scale_name	chron_name	chron_alias	chron_polarity_dir	chron_age_min_ma	chron_age_max_ma	chron_id	parent_chron_id
Grad12	C5Ar.2r		R	12.770	12.829	550	544
Grad12	C5Ar.2n		N	12.829	12.887	551	544
Grad12	C5Ar.3r		R	12.887	13.032	552	544
Grad12	C5AA			13.032	13.363	553	553
Grad12	C5AAn		N	13.032	13.183	554	553
Grad12	C5AAr		R	13.183	13.363	555	553
Grad12	C5AB			13.363	13.739	556	556
Grad12	C5ABn		N	13.363	13.608	557	556
Grad12	C5ABr		R	13.608	13.739	558	556
Grad12	C5AC			13.739	14.163	559	559
Grad12	C5ACn		N	13.739	14.070	560	559
Grad12	C5ACr		R	14.070	14.163	561	559
Grad12	C5AD			14.163	14.775	562	562
Grad12	C5ADn		N	14.163	14.609	563	562
Grad12	C5ADr		R	14.609	14.775	564	562
Grad12	C5B			14.775	15.974	565	565
Grad12	C5Bn.1n		N	14.775	14.870	566	565
Grad12	C5Bn.1r		R	14.870	15.032	567	565
Grad12	C5Bn.2n		N	15.032	15.160	568	565
Grad12	C5Br		R	15.160	15.974	569	565
Grad12	C5C			15.974	17.235	570	570
Grad12	C5Cn.1n		N	15.974	16.268	571	570
Grad12	C5Cn.1r		R	16.268	16.303	572	570
Grad12	C5Cn.2n		N	16.303	16.472	573	570
Grad12	C5Cn.2r		R	16.472	16.543	574	570
Grad12	C5Cn.3n		N	16.543	16.721	575	570
Grad12	C5Cr		R	16.721	17.235	576	570
Grad12	C5D			17.235	18.056	577	577
Grad12	C5Dn		N	17.235	17.533	578	577
Grad12	C5Dr.1r		R	17.533	17.717	579	577
Grad12	C5Dr.1n		N	17.717	17.740	580	577
Grad12	C5Dr.2r		R	17.740	18.056	581	577
Grad12	C5E			18.056	18.748	582	582
Grad12	C5En		N	18.056	18.524	583	582
Grad12	C5Er		R	18.524	18.748	584	582
Grad12	C6			18.748	20.040	585	585
Grad12	C6n		N	18.748	19.722	586	585
Grad12	C6r		R	19.722	20.040	587	585
Grad12	C6A			20.040	21.083	588	588
Grad12	C6An.1n		N	20.040	20.213	589	588
Grad12	C6An.1r		R	20.213	20.439	590	588
Grad12	C6An.2n		N	20.439	20.709	591	588
Grad12	C6Ar		R	20.709	21.083	592	588
Grad12	C6AA			21.083	21.767	593	593
Grad12	C6AAn		N	21.083	21.159	594	593
Grad12	C6AAr.1r		R	21.159	21.403	595	593
Grad12	C6AAr.1n		N	21.403	21.483	596	593
Grad12	C6AAr.2r		R	21.483	21.659	597	593
Grad12	C6AAr.2n		N	21.659	21.688	598	593
Grad12	C6AAr.3r		R	21.688	21.767	599	593
Grad12	C6B			21.767	22.564	600	600
Grad12	C6Bn.1n		N	21.767	21.936	601	600
Grad12	C6Bn.1r		R	21.936	21.992	602	600
Grad12	C6Bn.2n		N	21.992	22.268	603	600
Grad12	C6Br		R	22.268	22.564	604	600
Grad12	C6C			22.564	23.962	605	605
Grad12	C6Cn.1n		N	22.564	22.754	606	605
Grad12	C6Cn.1r		R	22.754	22.902	607	605
Grad12	C6Cn.2n		N	22.902	23.030	608	605
Grad12	C6Cn.2r		R	23.030	23.233	609	605
Grad12	C6Cn.3n		N	23.233	23.295	610	605
Grad12	C6Cr		R	23.295	23.962	611	605
Grad12	C7			23.962	24.761	612	612
Grad12	C7n.1n		N	23.962	24.000	613	612
Grad12	C7n.1r		R	24.000	24.109	614	612
Grad12	C7n.2n		N	24.109	24.474	615	612
Grad12	C7r		R	24.474	24.761	616	612
Grad12	C7A			24.761	25.099	617	617
Grad12	C7An		N	24.761	24.984	618	617
Grad12	C7Ar		R	24.984	25.099	619	617
Grad12	C8			25.099	26.420	620	620
Grad12	C8n.1n		N	25.099	25.264	621	620
Grad12	C8n.1r		R	25.264	25.304	622	620
Grad12	C8n.2n		N	25.304	25.987	623	620
Grad12	C8r		R	25.987	26.420	624	620
Grad12	C9			26.420	27.859	625	625
Grad12	C9n		N	26.420	27.439	626	625
Grad12	C9r		R	27.439	27.859	627	625
Grad12	C10			27.859	29.183	628	628
Grad12	C10n.1n		N	27.859	28.087	629	628
Grad12	C10n.1r		R	28.087	28.141	630	628
Grad12	C10n.2n		N	28.141	28.278	631	628
Grad12	C10r		R	28.278	29.183	632	628
Grad12	C11			29.183	30.591	633	633
Grad12	C11n.1n		N	29.183	29.477	634	633
Grad12	C11n.1r		R	29.477	29.527	635	633
Grad12	C11n.2n		N	29.527	29.970	636	633
Grad12	C11r		R	29.970	30.591	637	633
Grad12	C12			30.591	33.157	638	638
Grad12	C12n		N	30.591	31.034	639	638
Grad12	C12r		R	31.034	33.157	640	638
Grad12	C13			33.157	34.999	641	641
Grad12	C13n		N	33.157	33.705	642	641
Grad12	C13r		R	33.705	34.999	643	641
Grad12	C15			34.999	35.706	644	644
Grad12	C15n		N	34.999	35.294	645	644
Grad12	C15r		R	35.294	35.706	646	644
Grad12	C16			35.706	36.969	647	647
Grad12	C16n.1n		N	35.706	35.892	648	647
Grad12	C16n.1r		R	35.892	36.051	649	647
Grad12	C16n.2n		N	36.051	36.700	650	647
Grad12	C16r		R	36.700	36.969	651	647
Grad12	C17			36.969	38.615	652	652
Grad12	C17n.1n		N	36.969	37.753	653	652
Grad12	C17n.1r		R	37.753	37.872	654	652
Grad12	C17n.2n		N	37.872	38.093	655	652
Grad12	C17n.2r		R	38.093	38.159	656	652
Grad12	C17n.3n		N	38.159	38.333	657	652
Grad12	C17r		R	38.333	38.615	658	652
Grad12	C18			38.615	41.154	659	659
Grad12	C18n.1n		N	38.615	39.627	660	659
Grad12	C18n.1r		R	39.627	39.698	661	659
Grad12	C18n.2n		N	39.698	40.145	662	659
Grad12	C18r		R	40.145	41.154	663	659
Grad12	C19			41.154	42.301	664	664
Grad12	C19n		N	41.154	41.390	665	664
Grad12	C19r		R	41.390	42.301	666	664
Grad12	C20			42.301	45.724	667	667
Grad12	C20n		N	42.301	43.432	668	667
Grad12	C20r		R	43.432	45.724	669	667
Grad12	C21			45.724	48.566	670	670
Grad12	C21n		N	45.724	47.349	671	670
Grad12	C21r		R	47.349	48.566	672	670
Grad12	C22			48.566	50.628	673	673
Grad12	C22n		N	48.566	49.344	674	673
Grad12	C22r		R	49.344	50.628	675	673
Grad12	C23			50.628	52.620	676	676
Grad12	C23n.1n		N	50.628	50.835	677	676
Grad12	C23n.1r		R	50.835	50.961	678	676
Grad12	C23n.2n		N	50.961	51.833	679	676
Grad12	C23r		R	51.833	52.620	680	676
Grad12	C24			52.620	57.101	681	681
Grad12	C24n.1n		N	52.620	53.074	682	681
Grad12	C24n.1r		R	53.074	53.199	683	681
Grad12	C24n.2n		N	53.199	53.274	684	681
Grad12	C24n.2r		R	53.274	53.416	685	681
Grad12	C24n.3n		N	53.416	53.983	686	681
Grad12	C24r		R	53.983	57.101	687	681
Grad12	C25			57.101	58.959	688	688
Grad12	C25n		N	57.101	57.656	689	688
Grad12	C25r		R	57.656	58.959	690	688
Grad12	C26			58.959	62.221	691	691
Grad12	C26n		N	58.959	59.237	692	691
Grad12	C26r		R	59.237	62.221	693	691
Grad12	C27			62.221	63.494	694	694
Grad12	C27n		N	62.221	62.517	695	694
Grad12	C27r		R	62.517	63.494	696	694
Grad12	C28			63.494	64.958	697	697
Grad12	C28n		N	63.494	64.667	698	697
Grad12	C28r		R	64.667	64.958	699	697
Grad12	C29			64.958	66.398	700	700
Grad12	C29n		N	64.958	65.688	701	700
Grad12	C29r		R	65.688	66.398	702	700
Grad12	C30			66.398	68.369	703	703
Grad12	C30n		N	66.398	68.196	704	703
Grad12	C30r		R	68.196	68.369	705	703
Grad12	C31			68.369	71.449	706	706
Grad12	C31n		N	68.369	69.269	707	706
Grad12	C31r		R	69.269	71.449	708	706
Grad12	C32			71.449	74.309	709	709
Grad12	C32n.1n		N	71.449	71.689	710	709
Grad12	C32n.1r		R	71.689	71.939	711	709
Grad12	C32n.2n		N	71.939	73.649	712	709
Grad12	C32r.1r		R	73.649	73.949	713	709
Grad12	C32r.1n		N	73.949	74.049	714	709
Grad12	C32r.2r		R	74.049	74.309	715	709
Grad12	C33			74.309	83.640	716	716
Grad12	C33n		N	74.309	79.900	717	716
Grad12	C33r		R	79.900	83.640	718	716
Grad12	C34 			83.640	125.929	719	719
Grad12	C34n		N	83.640	125.929	720	719
Grad12	M0			125.929	126.300	721	721
Grad12	M0r		R	125.929	126.300	722	721
Grad12	M1			126.300	128.657	723	723
Grad12	M1n		N	126.300	128.324	724	723
Grad12	M1r		R	128.324	128.657	725	723
Grad12	M3			128.657	130.600	726	726
Grad12	M3n		N	128.657	129.115	727	726
Grad12	M3r		R	129.115	130.600	728	726
Grad12	M5			130.600	131.741	729	729
Grad12	M5n		N	130.600	131.428	730	729
Grad12	M5r		R	131.428	131.741	731	729
Grad12	M6			131.741	132.036	732	732
Grad12	M6n		N	131.741	131.918	733	732
Grad12	M6r		R	131.918	132.036	734	732
Grad12	M7			132.036	132.546	735	735
Grad12	M7n		N	132.036	132.268	736	735
Grad12	M7r		R	132.268	132.546	737	735
Grad12	M8			132.546	133.047	738	738
Grad12	M8n		N	132.546	132.802	739	738
Grad12	M8r		R	132.802	133.047	740	738
Grad12	M9			133.047	133.583	741	741
Grad12	M9n		N	133.047	133.298	742	741
Grad12	M9r		R	133.298	133.583	743	741
Grad12	M10			133.583	134.220	744	744
Grad12	M10n		N	133.583	133.880	745	744
Grad12	M10r		R	133.880	134.220	746	744
Grad12	M10N			134.220	135.322	747	747
Grad12	M10Nn.1n		N	134.220	134.478	748	747
Grad12	M10Nn.1r		R	134.478	134.514	749	747
Grad12	M10Nn.2n		N	134.514	134.760	750	747
Grad12	M10Nn.2r		R	134.760	134.778	751	747
Grad12	M10Nn.3n		N	134.778	135.001	752	747
Grad12	M10Nr		R	135.001	135.322	753	747
Grad12	M11			135.322	136.287	754	754
Grad12	M11n		N	135.322	135.922	755	754
Grad12	M11r.1r		R	135.922	136.112	756	754
Grad12	M11r.1n		N	136.112	136.131	757	754
Grad12	M11r.2r		R	136.131	136.287	758	754
Grad12	M11A			136.287	136.872	759	759
Grad12	M11An.1n		N	136.287	136.692	760	759
Grad12	M11An.1r		R	136.692	136.737	761	759
Grad12	M11An.2n		N	136.737	136.800	762	759
Grad12	M11Ar		R	136.800	136.872	763	759
Grad12	M12			136.872	137.938	764	764
Grad12	M12n		N	136.872	137.057	765	764
Grad12	M12r.1r		R	137.057	137.734	766	764
Grad12	M12r.1n		N	137.734	137.803	767	764
Grad12	M12r.2r		R	137.803	137.938	768	764
Grad12	M12A			137.938	138.254	769	769
Grad12	M12An		N	137.938	138.173	770	769
Grad12	M12Ar		R	138.173	138.254	771	769
Grad12	M13			138.254	138.660	772	772
Grad12	M13n		N	138.254	138.422	773	772
Grad12	M13r		R	138.422	138.660	774	772
Grad12	M14			138.660	139.590	775	775
Grad12	M14n		N	138.660	138.913	776	775
Grad12	M14r		R	138.913	139.590	777	775
Grad12	M15			139.590	140.418	778	778
Grad12	M15n		N	139.590	139.945	779	778
Grad12	M15r		R	139.945	140.418	780	778
Grad12	M16			140.418	142.220	781	781
Grad12	M16n		N	140.418	141.636	782	781
Grad12	M16r		R	141.636	142.220	783	781
Grad12	M17			142.220	144.005	784	784
Grad12	M17n		N	142.220	142.565	785	784
Grad12	M17r		R	142.565	144.005	786	784
Grad12	M18			144.005	145.008	787	787
Grad12	M18n		N	144.005	144.637	788	787
Grad12	M18r		R	144.637	145.008	789	787
Grad12	M19			145.008	146.537	790	790
Grad12	M19n.1n		N	145.008	145.140	791	790
Grad12	M19n.1r		R	145.140	145.188	792	790
Grad12	M19n.2n		N	145.188	146.279	793	790
Grad12	M19r		R	146.279	146.537	794	790
Grad12	M20			146.537	148.443	795	795
Grad12	M20n.1n		N	146.537	146.901	796	795
Grad12	M20n.1r		R	146.901	146.963	797	795
Grad12	M20n.2n		N	146.963	147.719	798	795
Grad12	M20r		R	147.719	148.443	799	795
Grad12	M21			148.443	149.801	800	800
Grad12	M21n		N	148.443	149.353	801	800
Grad12	M21r		R	149.353	149.801	802	800
Grad12	M22			149.801	151.924	803	803
Grad12	M22n.1n		N	149.801	151.122	804	803
Grad12	M22n.1r		R	151.122	151.166	805	803
Grad12	M22n.2n		N	151.166	151.210	806	803
Grad12	M22n.2r		R	151.210	151.253	807	803
Grad12	M22n.3n		N	151.253	151.315	808	803
Grad12	M22r		R	151.315	151.924	809	803
Grad12	M22A			151.924	152.249	810	810
Grad12	M22An		N	151.924	152.060	811	810
Grad12	M22Ar		R	152.060	152.249	812	810
Grad12	M23			152.249	153.616	813	813
Grad12	M23n		N	152.249	152.636	814	813
Grad12	M23r.1r		R	152.636	152.933	815	813
Grad12	M23r.1n		N	152.933	152.960	816	813
Grad12	M23r.2r		R	152.960	153.616	817	813
Grad12	M24			153.616	154.595	818	818
Grad12	M24n		N	153.616	153.867	819	818
Grad12	M24r.1r		R	153.867	154.352	820	818
Grad12	M24r.1n		N	154.352	154.379	821	818
Grad12	M24r.2r		R	154.379	154.595	822	818
Grad12	M24A			154.595	155.007	823	823
Grad12	M24An		N	154.595	154.729	824	823
Grad12	M24Ar		R	154.729	155.007	825	823
Grad12	M24B			155.007	155.544	826	826
Grad12	M24Bn		N	155.007	155.383	827	826
Grad12	M24Br		R	155.383	155.544	828	826
Grad12	M25			155.544	156.036	829	829
Grad12	M25n		N	155.544	155.848	830	829
Grad12	M25r		R	155.848	156.036	831	829
Grad12	M25A			156.036	156.560	832	832
Grad12	M25An.1n		N	156.036	156.156	833	832
Grad12	M25An.1r		R	156.156	156.219	834	832
Grad12	M25An.2n		N	156.219	156.293	835	832
Grad12	M25An.2r		R	156.293	156.387	836	832
Grad12	M25An.3n		N	156.387	156.419	837	832
Grad12	M25Ar		R	156.419	156.560	838	832
Grad12	M26			156.560	157.251	839	839
Grad12	M26n.1n		N	156.560	156.692	840	839
Grad12	M26n.1r		R	156.692	156.754	841	839
Grad12	M26n.2n		N	156.754	156.781	842	839
Grad12	M26n.2r		R	156.781	156.837	843	839
Grad12	M26n.3n		N	156.837	156.940	844	839
Grad12	M26n.3r		R	156.940	157.037	845	839
Grad12	M26n.4n		N	157.037	157.058	846	839
Grad12	M26r		R	157.058	157.251	847	839
